2023-03-23 10:19:43,278 [Worker-8: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-03-23 10:20:24,926 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo1.maven.org/maven2/co/ntier/spring-mvc-archetype/1.0.2/spring-mvc-archetype-1.0.2.jar
2023-03-23 10:20:25,608 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo1.maven.org/maven2/co/ntier/spring-mvc-archetype/1.0.2/spring-mvc-archetype-1.0.2.jar
2023-03-23 10:20:25,866 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo1.maven.org/maven2/co/ntier/spring-mvc-archetype/1.0.2/spring-mvc-archetype-1.0.2.pom
2023-03-23 10:20:26,090 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo1.maven.org/maven2/co/ntier/spring-mvc-archetype/1.0.2/spring-mvc-archetype-1.0.2.pom
2023-03-23 10:20:45,947 [Worker-16: Creating spring-mvc-archetype] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Collecting project info '/pom.xml' F:\GMO-Z.com RUNSYSTEM\SpringFramework\SpringMVC\mvc\pom.xml
2023-03-23 10:20:47,797 [Worker-16: Creating spring-mvc-archetype] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/2.0.2/maven-compiler-plugin-2.0.2.jar
2023-03-23 10:20:47,999 [Worker-16: Creating spring-mvc-archetype] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/2.0.2/maven-compiler-plugin-2.0.2.jar
2023-03-23 10:20:48,329 [Worker-16: Creating spring-mvc-archetype] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/2.0.2/maven-compiler-plugin-2.0.2.pom
2023-03-23 10:20:48,436 [Worker-16: Creating spring-mvc-archetype] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/2.0.2/maven-compiler-plugin-2.0.2.pom
2023-03-23 10:20:48,519 [Worker-16: Creating spring-mvc-archetype] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-plugins/8/maven-plugins-8.pom
2023-03-23 10:20:48,601 [Worker-16: Creating spring-mvc-archetype] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-plugins/8/maven-plugins-8.pom
2023-03-23 10:20:48,720 [Worker-16: Creating spring-mvc-archetype] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-api/2.0/maven-plugin-api-2.0.pom
2023-03-23 10:20:48,813 [Worker-16: Creating spring-mvc-archetype] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-api/2.0/maven-plugin-api-2.0.pom
